,Time,Infected,Acc_Infected
0,2020-02-26 00:00:00,39755.0,65596.0
1,2020-02-27 00:00:00,38242.704545454544,65890.75
2,2020-02-28 00:00:00,36757.07357694451,66143.42378355608
3,2020-02-29 00:00:00,35302.90119512917,66360.02747342004
4,2020-03-01 00:00:00,33883.90628514928,66545.70989049147
5,2020-03-02 00:00:00,32502.90375903478,66704.88492279284
6,2020-03-03 00:00:00,31161.950546572116,66841.33642664994
7,2020-03-04 00:00:00,29862.46997640234,66958.30815405163
8,2020-03-05 00:00:00,28605.357667350712,67058.58084392738
