date,grade,province,city,confirmedIncr,curedIncr,deadIncr,confirmedCut,curedCut,deadCut
2-13,city,湖南,常德,1,2,,,,
2-13,city,湖南,娄底,1,3,,,,
2-13,city,湖南,株洲,2,7,,,,
2-13,city,湖南,益阳,,,,,,
2-13,city,湖南,衡阳,1,2,,,,
2-13,city,湖南,永州,,5,,,,
2-13,city,湖南,怀化,,5,,,,
2-13,city,湖南,郴州,1,,,,,
2-13,city,湖南,湘潭,2,,,,,
2-13,city,湖南,湘西自治州,,,,,,
2-13,city,湖南,张家界,,,,,,
2-13,province,吉林,,2,3,,,,
2-13,city,吉林,长春,1,2,,,,
2-13,city,吉林,四平,1,,,,,
2-13,city,吉林,辽源,,,,,,
2-13,city,吉林,吉林,,,,,,
2-13,city,吉林,延边,,,,,,
2-13,city,吉林,通化,,1,,,,
2-13,city,吉林,松原,,,,,,
2-13,city,吉林,白城,,,,,,
2-13,province,江苏,,23,6,,,,
2-13,city,江苏,南京,1,2,,,,
2-13,city,江苏,苏州,,1,,,,
2-13,city,江苏,徐州,5,1,,,,
2-13,city,江苏,淮安,5,,,,,
2-13,city,江苏,无锡,2,1,,,,
2-13,city,江苏,连云港,3,1,,,,
2-13,city,江苏,南通,1,,,,,
2-13,city,江苏,泰州,,,,,,
2-13,city,江苏,常州,5,,,,,
2-13,city,江苏,扬州,,,,,,
2-13,city,江苏,盐城,1,,,,,
2-13,city,江苏,镇江,,,,,,
2-13,city,江苏,宿迁,,,,,,
2-13,province,江西,,28,17,,,,
2-13,city,江西,南昌,7,7,,,-1,
2-13,city,江西,新余,3,3,,,,
2-13,city,江西,上饶,3,1,,,,
2-13,city,江西,九江,5,2,,,,
2-13,city,江西,宜春,6,2,,,,
2-13,city,江西,赣州,,2,,,,
2-13,city,江西,抚州,2,,,,,
2-13,city,江西,萍乡,2,,,,,
2-13,city,江西,吉安,,,,,1,
2-13,city,江西,鹰潭,,,,,,
2-13,city,江西,景德镇,,,,,,
2-13,city,江西,赣江新区,,,,,,
2-13,province,辽宁,,1,2,,,,
2-13,city,辽宁,沈阳,,,,,,
2-13,city,辽宁,大连,1,,,,,
2-13,city,辽宁,锦州,,,,,,
2-13,city,辽宁,盘锦,,,,,,
2-13,city,辽宁,葫芦岛,,,,,,
2-13,city,辽宁,阜新,,,,,,
2-13,city,辽宁,丹东,,1,,,,
2-13,city,辽宁,朝阳市,,,,,,
2-13,city,辽宁,铁岭,,,,,,
2-13,city,辽宁,辽阳,,,,,,
2-13,city,辽宁,鞍山,,,,,,
2-13,city,辽宁,本溪,,1,,,,
2-13,city,辽宁,营口,,,,,,
2-13,province,内蒙古,,4,,,,,
2-13,city,内蒙古,包头,,,,,,
2-13,city,内蒙古,鄂尔多斯,,,,,,
2-13,city,内蒙古,呼和浩特,,,,,,
2-13,city,内蒙古,通辽,,,,,,
2-13,city,内蒙古,巴彦淖尔,,,,,,
2-13,city,内蒙古,呼伦贝尔,,,,,,
2-13,city,内蒙古,赤峰,2,,,,,
2-13,city,内蒙古,乌兰察布,,,,,,
2-13,city,内蒙古,锡林郭勒,2,,,,,
2-13,city,内蒙古,乌海,,,,,,
2-13,city,内蒙古,兴安盟,,,,,,
2-13,province,宁夏,,3,,,,,
2-13,city,宁夏,银川,,,,,,
2-13,city,宁夏,吴忠,3,,,,,
2-13,city,宁夏,固原,,,,,,
2-13,city,宁夏,中卫,,,,,,
2-13,city,宁夏,石嘴山,,,,,,
2-13,city,宁夏,宁东,,,,,,
2-13,province,青海,,,2,,,,
2-13,city,青海,西宁,,,,,,
2-13,city,青海,海北州,,2,,,,
2-13,province,山东,,13,13,,,,
2-13,city,山东,青岛,,2,,,,
2-13,city,山东,济南,,4,,,,
2-13,city,山东,临沂,2,1,,,,
2-13,city,山东,济宁,3,2,,,,
2-13,city,山东,烟台,,3,,,,
2-13,city,山东,潍坊,3,1,,,,
2-13,city,山东,威海,,,,,,
2-13,city,山东,聊城,,,,,,
2-13,city,山东,德州,,,,,,
2-13,city,山东,泰安,,,,,,
2-13,city,山东,枣庄,,,,,,
2-13,city,山东,淄博,3,,,,,
2-13,city,山东,菏泽,,,,,,
2-13,city,山东,照,,,,,,
2-13,city,山东,滨州,2,,,,,
2-13,province,山西,,,3,,,,
2-13,city,山西,晋中,,3,,,,
2-13,city,山西,运城,,,,,,
2-13,city,山西,太原,,,,,,
2-13,city,山西,大同,,,,,,
2-13,city,山西,晋城,,,,,,
2-13,city,山西,忻州,,,,,,
2-13,city,山西,长治,,,,,,
2-13,city,山西,朔州,,,,,,
2-13,city,山西,吕梁,,,,,,
2-13,city,山西,阳泉,,,,,,
2-13,city,山西,临汾,,,,,,
2-13,province,陕西,,1,7,,,,
2-13,city,陕西,西安,,5,,,,
2-13,city,陕西,安康,1,,,,,
2-13,city,陕西,汉中,,,,,,
2-13,city,陕西,咸阳,,,,,,
2-13,city,陕西,渭南,,,,,,
2-13,city,陕西,宝鸡,,2,,,,
2-13,city,陕西,延安,,,,,,
2-13,city,陕西,铜川,,,,,,
2-13,city,陕西,商洛,,,,,,
2-13,city,陕西,榆林,,,,,,
2-13,province,上海,,5,5,,,,
2-13,city,上海,外地来沪,3,1,,,,
2-13,city,上海,浦东,,,,,,
2-13,city,上海,宝山,,1,,,,
2-13,city,上海,闵行,,1,,,,
2-13,city,上海,静安,,,,,,
2-13,city,上海,徐汇,,,,,,
2-13,city,上海,松江,,,,,,
2-13,city,上海,长宁,,,,,,
2-13,city,上海,奉贤,,,,,,
2-13,city,上海,普陀,,,,,,
2-13,city,上海,嘉定,1,,,,,
2-13,city,上海,虹口,,,,,,
2-13,city,上海,杨浦,1,1,,,,
2-13,city,上海,黄浦,,,,,,
2-13,city,上海,青浦,,,,,,
2-13,city,上海,金山,,1,,,,
2-13,city,上海,崇明,,,,,,
2-13,province,四川,,12,12,,,,
2-13,city,四川,成都,4,1,,,,
2-13,city,四川,南充,,1,,,,
2-13,city,四川,广安,,2,,,,
2-13,city,四川,达州,,,,,,
2-13,city,四川,甘孜,6,,,,,
2-13,city,四川,巴中,2,,,,,
2-13,city,四川,绵阳,,1,,,,
2-13,city,四川,内江,,,,,,
2-13,city,四川,泸州,,,,,,
2-13,city,四川,德阳,,,,,,
2-13,city,四川,攀枝花,,1,,,,
2-13,city,四川,遂宁,,,,,,
2-13,city,四川,凉山,,2,,,,
2-13,city,四川,宜宾,,,,,,
2-13,city,四川,自贡,,,,,,
2-13,city,四川,眉山,,1,,,,
2-13,city,四川,广元,,,,,,
2-13,city,四川,雅安,,,,,,
2-13,city,四川,乐山,,2,,,,
2-13,city,四川,资阳,,1,,,,
2-13,city,四川,阿坝,,,,,,
2-13,province,台湾,,,,,,,
2-13,city,台湾,台湾,,,,,,
2-13,province,天津,,7,10,1,,,
2-13,city,天津,宝坻区,3,2,1,,,
2-13,city,天津,河北区,,1,,,,
2-13,city,天津,河东区,1,2,,,,
2-13,city,天津,外地来津,,,,,,
2-13,city,天津,和平区,,1,,,,
2-13,city,天津,河西区,,1,,,,
2-13,city,天津,宁河区,,,,,,
2-13,city,天津,西青区,,,,,,
2-13,city,天津,东丽区,,1,,,,
2-13,city,天津,滨海新区,,,,,,
2-13,city,天津,南开区,2,,,,,
2-13,city,天津,红桥区,,,,,,
2-13,city,天津,北辰区,1,1,,,,
2-13,city,天津,津南区,,,,,,
2-13,city,天津,武清区,,1,,,,
2-13,province,西藏,,,,,,,
2-13,city,西藏,拉萨,,,,,,
2-13,province,香港,,3,,,,,
2-13,city,香港,香港,3,,,,,
2-13,province,新疆,,2,3,,,,
2-13,city,新疆,乌鲁木齐,2,,,,,
2-13,city,新疆,伊犁州,,1,,,,
2-13,city,新疆,昌吉州,,,,,,
2-13,city,新疆,巴州,,,,,,
2-13,city,新疆,阿克苏,,1,,,,
2-13,city,新疆,兵团第一师,,,,,,
2-13,city,新疆,兵团第二师,,,,,,
2-13,city,新疆,兵团第三师,,,,,,
2-13,city,新疆,兵团第四师,,,,,,
2-13,city,新疆,兵团第五师,,,,,,
2-13,city,新疆,兵团第六师,,,,,,
2-13,city,新疆,兵团第七师,,1,,,,
2-13,city,新疆,兵团第八师,,,,,,
2-13,city,新疆,兵团第九师,,,,,,
2-13,city,新疆,兵团第十师,,,,,,
2-13,city,新疆,兵团第十一师,,,,,,
2-13,city,新疆,兵团第十二师,,,,,,
2-13,city,新疆,兵团第十三师,,,,,,
2-13,city,新疆,兵团第十四师,,,,,,
2-13,city,新疆,吐鲁番,,,,,,
2-13,province,云南,,7,4,,,,
2-13,city,云南,昆明,1,1,,,,
2-13,city,云南,西双版纳州,,,,,,
2-13,city,云南,玉溪,,,,,,
2-13,city,云南,大理,,,,,,
2-13,city,云南,昭通,5,,,,,
2-13,city,云南,曲靖,,,,,,
2-13,city,云南,保山,,,,,,
2-13,city,云南,丽江,,,,,,
2-13,city,云南,红河,1,,,,,
2-13,city,云南,德宏州,,2,,,,
2-13,city,云南,普洱,,,,,,
2-13,city,云南,楚雄州,,1,,,,
2-13,city,云南,文山州,,,,,,
2-13,city,云南,临沧,,,,,,
2-13,province,浙江,,10,40,,,,
2-13,city,浙江,温州,6,20,,,,
2-13,city,浙江,杭州,3,6,,,,
2-13,city,浙江,宁波,,4,,,,
2-13,city,浙江,台州,,3,,,,
2-13,city,浙江,金华,,1,,,,
2-13,city,浙江,绍兴,1,1,,,,
2-13,city,浙江,嘉兴,,2,,,,
2-13,city,浙江,丽水,,,,,,
2-13,city,浙江,衢州,,3,,,,
2-13,city,浙江,湖州,,,,,,
2-13,city,浙江,舟山,,,,,,
2-13,province,重庆,,11,26,1,,,
2-13,city,重庆,万州区,,7,1,,,
2-13,city,重庆,江北区,,,,,,
2-13,city,重庆,垫江县,,2,,,,
2-13,city,重庆,云阳县,1,1,,,,
2-13,city,重庆,九龙坡区,,,,,,
2-13,city,重庆,渝中区,,2,,,,
2-13,city,重庆,忠县,,,,,,
2-13,city,重庆,合川区,2,2,,,,
2-13,city,重庆,开州区,,1,,,,
2-13,city,重庆,两江新区,,1,,,,
2-13,city,重庆,长寿区,,,,,,
2-13,city,重庆,綦江区,,,,,,
2-13,city,重庆,奉节县,2,1,,,,
2-13,city,重庆,渝北区,,1,,,,
2-13,city,重庆,潼南区,1,,,,,
2-13,city,重庆,大足区,,,,,,
2-13,city,重庆,巫溪县,,1,,,,
2-13,city,重庆,石柱县,,,,,,
2-13,city,重庆,巫山县,,1,,,,
2-13,city,重庆,丰都县,,,,,,
2-13,city,重庆,璧山区,,1,,,,
2-13,city,重庆,荣昌区,,,,,,
2-13,city,重庆,铜梁区,,1,,,,
2-13,city,重庆,南岸区,4,,,,,
2-13,city,重庆,大渡口区,,1,,,,
2-13,city,重庆,永川区,,,,,,
2-13,city,重庆,巴南区,1,,,,,
2-13,city,重庆,江津区,,,,,,
2-13,city,重庆,高新区,,1,,,,
2-13,city,重庆,梁平区,,,,,,
2-13,city,重庆,涪陵区,,1,,,,
2-13,city,重庆,沙坪坝区,,,,,,
2-13,city,重庆,城口县,,1,,,,
2-13,city,重庆,彭水县,,,,,,
2-13,city,重庆,黔江区,,,,,,
2-13,city,重庆,万盛经开区,,,,,,
2-13,city,重庆,酉阳县,,,,,,
2-13,city,重庆,武隆区,,,,,,
2-13,city,重庆,秀山县,,,,,,
2-13,country,,,5090,1081,121,-1043,,
2-13,province,北京,,6,11,,,,
2-13,city,北京,朝阳,2,,,,,
2-13,city,北京,海淀,2,,,,,
2-13,city,北京,西城,,,,,,
2-13,city,北京,大兴,1,,,,,
2-13,city,北京,丰台,,,,,,
2-13,city,北京,外地来京,,,,,,
2-13,city,北京,昌平,,,,,,
2-13,city,北京,通州,,,,,,
2-13,city,北京,房山,,,,,,
2-13,city,北京,石景山,1,,,,,
2-13,city,北京,顺义,,,,,,
2-13,city,北京,东城,,,,,,
2-13,city,北京,怀柔,,,,,,
2-13,city,北京,密云,,,,,,
2-13,city,北京,门头沟,,,,,,
2-13,city,北京,延庆,,,,,,
2-13,city,北京,地区待确认,,11,,,,
2-13,province,河南,,15,55,1,,,
2-13,city,河南,信阳,3,11,1,,,
2-13,city,河南,南阳,1,,,,,
2-13,city,河南,郑州,1,,,,,
2-13,city,河南,驻马店,3,,,,,
2-13,city,河南,商丘,1,,,,,
2-13,city,河南,周口,1,,,,,
2-13,city,河南,平顶山,1,,,,,
2-13,city,河南,新乡,1,1,,,,
2-13,city,河南,安阳,,3,,,,
2-13,city,河南,许昌,3,,,,,
2-13,city,河南,漯河,,,,,,
2-13,city,河南,洛阳,,,,,,
2-13,city,河南,焦作,,,,,,
2-13,city,河南,开封,,,,,,
2-13,city,河南,鹤壁,,,,,,
2-13,city,河南,濮阳,,,,,,
2-13,city,河南,三门峡,,,,,,
2-13,city,河南,济源示范区,,,,,,
2-13,city,河南,地区待确认,,40,,,,
2-13,province,广东,,20,48,,,,
2-13,city,广东,深圳,9,13,,,,
2-13,city,广东,广州,1,15,,,,
2-13,city,广东,珠海,2,6,,,,
2-13,city,广东,佛山,1,1,,,,
2-13,city,广东,东莞,3,,,,,
2-13,city,广东,中山,,4,,,,
2-13,city,广东,惠州,1,7,,,,
2-13,city,广东,汕头,,1,,,,
2-13,city,广东,湛江,1,2,,,,
2-13,city,广东,江门,,,,,,
2-13,city,广东,肇庆,1,,,,,
2-13,city,广东,梅州,1,,,,,
2-13,city,广东,阳江,,,,,,
2-13,city,广东,茂名,,,,,,
2-13,city,广东,清远,,,,,,
2-13,city,广东,揭阳,,,,,,
2-13,city,广东,韶关,,,,,,
2-13,city,广东,潮州,,,,,,
2-13,city,广东,汕尾,,,,,,
2-13,city,广东,河源,,,,,,
2-13,city,广东,地区待确认,,-1,,,,
2-14,province,安徽,,16,32,,,,
2-14,city,安徽,合肥,2,3,,,,
2-14,city,安徽,蚌埠,4,4,,,,
2-14,city,安徽,阜阳,4,5,,,,
2-14,city,安徽,亳州,1,3,,,,
2-14,city,安徽,安庆,1,3,,,,
2-14,city,安徽,六安,2,5,,,,
2-14,city,安徽,马鞍山,1,1,,,,
2-14,city,安徽,宿州,,1,,,,
2-14,city,安徽,芜湖,,3,,,,
2-14,city,安徽,铜陵,,,,,,
2-14,city,安徽,淮北,1,,,,,
2-14,city,安徽,淮南,,,,,,
2-14,city,安徽,池州,,1,,,,
2-14,city,安徽,滁州,,3,,,,
2-14,city,安徽,黄山,,,,,,
2-14,city,安徽,宣城,,,,,,
2-14,province,澳门,,,,,,,
2-14,city,澳门,澳门,,,,,,
2-14,province,福建,,4,7,,,,
2-14,city,福建,福州,,1,,,,
2-14,city,福建,莆田,1,2,,,,
2-14,city,福建,泉州,2,,,,,
2-14,city,福建,厦门,,,,,,
2-14,city,福建,宁德,,,,,,
2-14,city,福建,南平,,1,,,,
2-14,city,福建,漳州,1,1,,,,
2-14,city,福建,三明,,2,,,,
2-14,city,福建,龙岩,,,,,,
2-14,province,甘肃,,,5,,,,
2-14,city,甘肃,兰州,,,,,,
2-14,city,甘肃,天水,,3,,,,
2-14,city,甘肃,定西,,,,,,
2-14,city,甘肃,平凉,,,,,,
2-14,city,甘肃,甘南州,,,,,,
2-14,city,甘肃,陇南,,2,,,,
2-14,city,甘肃,白银,,,,,,
2-14,city,甘肃,庆阳,,,,,,
2-14,city,甘肃,临夏,,,,,,
2-14,city,甘肃,张掖,,,,,,
2-14,city,甘肃,金昌,,,,,,
2-14,province,广西,,9,5,,,,
2-14,city,广西,南宁,2,1,,,,
2-14,city,广西,北海,3,3,,,,
2-14,city,广西,桂林,,,,,,
2-14,city,广西,柳州,2,,,,,
2-14,city,广西,河池,1,,,,,
2-14,city,广西,防城港,,,,,,
2-14,city,广西,来宾,,,,,,
2-14,city,广西,玉林,1,,,,,
2-14,city,广西,贵港,,,,,,
2-14,city,广西,钦州,,1,,,,
2-14,city,广西,梧州,,,,,,
2-14,city,广西,贺州,,,,,,
2-14,city,广西,百色,,,,,,
2-14,city,广西,崇左,,,,,,
2-14,province,贵州,,3,5,,,,
2-14,city,贵州,贵阳,,,,,,
2-14,city,贵州,毕节,,1,,,,
2-14,city,贵州,遵义,3,2,,,,
2-14,city,贵州,六盘水,,,,,,
2-14,city,贵州,黔南州,,,,,,
2-14,city,贵州,黔东南州,,1,,,,
2-14,city,贵州,铜仁,,,,,,
2-14,city,贵州,黔西南州,,1,,,,
2-14,city,贵州,安顺,,,,,,
2-14,province,海南,,5,8,,,,
2-14,city,海南,三亚,,1,,,,
2-14,city,海南,海口,4,2,,,,
2-14,city,海南,万宁,,2,,,,
2-14,city,海南,儋州,,,,,,
2-14,city,海南,澄迈县,1,1,,,,
2-14,city,海南,临高县,,1,,,,
2-14,city,海南,琼海,,1,,,,
2-14,city,海南,昌江县,,,,,,
2-14,city,海南,陵水县,,,,,,
2-14,city,海南,保亭,,,,,,
2-14,city,海南,文昌,,,,,,
2-14,city,海南,东方,,,,,,
2-14,city,海南,定安县,,,,,,
2-14,city,海南,乐东,,,,,,
2-14,city,海南,琼中县,,,,,,
2-14,province,河北,,8,17,,,,
2-14,city,河北,沧州,1,2,,,,
2-14,city,河北,唐山,3,,,,,
2-14,city,河北,邯郸,,2,,,,
2-14,city,河北,保定,1,6,,,,
2-14,city,河北,石家庄,,3,,,,
2-14,city,河北,廊坊,,,,,,
2-14,city,河北,邢台,,,,,,
2-14,city,河北,张家口,2,3,,,,
2-14,city,河北,衡水,,,,,,
2-14,city,河北,承德,,1,,,,
2-14,city,河北,秦皇岛,1,,,,,
2-14,province,黑龙江,,7,11,,,,
2-14,city,黑龙江,哈尔滨,3,4,,,,
2-14,city,黑龙江,双鸭山,,,,,,
2-14,city,黑龙江,绥化,1,4,,,,
2-14,city,黑龙江,鸡西,1,,,,,
2-14,city,黑龙江,齐齐哈尔,,,,,,
2-14,city,黑龙江,七台河,,,,,,
2-14,city,黑龙江,佳木斯,,2,,,,
2-14,city,黑龙江,大庆,1,,,,,
