states_name,date,ConfirmedCases,Fatalities
AK,20200510,370 ,10 
AK,20200511,370 ,10 
AK,20200512,370 ,10 
AK,20200513,371 ,10 
AK,20200514,371 ,10 
AK,20200515,371 ,10 
AK,20200516,371 ,10 
AK,20200517,371 ,10 
AK,20200518,371 ,10 
AK,20200519,371 ,10 
AK,20200520,371 ,10 
AK,20200521,371 ,10 
AK,20200522,371 ,10 
AK,20200523,371 ,10 
AK,20200524,371 ,10 
AK,20200525,371 ,10 
AK,20200526,371 ,10 
AK,20200527,371 ,10 
AK,20200528,371 ,10 
AK,20200529,371 ,10 
AK,20200530,371 ,10 
AK,20200531,371 ,10 
AK,20200601,371 ,10 
AK,20200602,371 ,10 
AK,20200603,371 ,10 
AK,20200604,371 ,10 
AK,20200605,371 ,10 
AK,20200606,371 ,10 
AK,20200607,371 ,10 
AK,20200608,371 ,10 
AK,20200609,371 ,10 
AK,20200610,371 ,10 
AK,20200611,371 ,10 
AK,20200612,371 ,10 
AK,20200613,371 ,10 
AK,20200614,371 ,10 
AK,20200615,371 ,10 
AK,20200616,371 ,10 
AK,20200617,371 ,10 
AK,20200618,371 ,10 
AK,20200619,371 ,10 
AK,20200620,371 ,10 
AK,20200621,371 ,10 
AK,20200622,371 ,10 
AK,20200623,371 ,10 
AK,20200624,371 ,10 
AK,20200625,371 ,10 
AK,20200626,371 ,10 
AK,20200627,371 ,10 
AK,20200628,371 ,10 
AK,20200629,371 ,10 
AK,20200630,371 ,10 
AL,20200510,12635 ,602 
AL,20200511,13706 ,671 
AL,20200512,14833 ,747 
AL,20200513,16015 ,829 
AL,20200514,17245 ,918 
AL,20200515,18525 ,1014 
AL,20200516,19856 ,1118 
AL,20200517,21237 ,1229 
AL,20200518,22665 ,1348 
AL,20200519,24134 ,1475 
AL,20200520,25641 ,1610 
AL,20200521,27186 ,1754 
AL,20200522,28768 ,1906 
AL,20200523,30382 ,2067 
AL,20200524,32025 ,2237 
AL,20200525,33690 ,2416 
AL,20200526,35373 ,2604 
AL,20200527,37074 ,2800 
AL,20200528,38791 ,3006 
AL,20200529,40518 ,3220 
AL,20200530,42252 ,3442 
AL,20200531,43984 ,3674 
AL,20200601,45712 ,3913 
AL,20200602,47435 ,4161 
AL,20200603,49149 ,4417 
AL,20200604,50853 ,4680 
AL,20200605,52542 ,4950 
AL,20200606,54210 ,5226 
AL,20200607,55853 ,5510 
AL,20200608,57470 ,5800 
AL,20200609,59060 ,6095 
AL,20200610,60622 ,6395 
AL,20200611,62152 ,6700 
AL,20200612,63647 ,7009 
AL,20200613,65104 ,7322 
AL,20200614,66522 ,7638 
AL,20200615,67900 ,7957 
AL,20200616,69239 ,8278 
AL,20200617,70536 ,8601 
AL,20200618,71792 ,8925 
AL,20200619,73005 ,9249 
AL,20200620,74173 ,9574 
AL,20200621,75297 ,9898 
AL,20200622,76378 ,10222 
AL,20200623,77415 ,10544 
AL,20200624,78409 ,10865 
AL,20200625,79360 ,11183 
AL,20200626,80269 ,11499 
AL,20200627,81137 ,11811 
AL,20200628,81963 ,12120 
AL,20200629,82748 ,12426 
AL,20200630,83495 ,12727 
AR,20200510,3768 ,92 
AR,20200511,3802 ,95 
AR,20200512,3832 ,97 
AR,20200513,3860 ,99 
AR,20200514,3885 ,101 
AR,20200515,3908 ,103 
AR,20200516,3928 ,105 
AR,20200517,3947 ,107 
AR,20200518,3963 ,108 
AR,20200519,3978 ,110 
AR,20200520,3991 ,111 
AR,20200521,4003 ,112 
AR,20200522,4013 ,114 
AR,20200523,4023 ,115 
AR,20200524,4031 ,116 
AR,20200525,4038 ,117 
AR,20200526,4045 ,118 
AR,20200527,4050 ,119 
AR,20200528,4056 ,119 
AR,20200529,4060 ,120 
AR,20200530,4064 ,121 
AR,20200531,4067 ,121 
AR,20200601,4071 ,122 
AR,20200602,4073 ,122 
AR,20200603,4076 ,123 
AR,20200604,4078 ,123 
AR,20200605,4079 ,124 
AR,20200606,4081 ,124 
AR,20200607,4082 ,125 
AR,20200608,4084 ,125 
AR,20200609,4085 ,125 
AR,20200610,4085 ,125 
AR,20200611,4086 ,126 
AR,20200612,4087 ,126 
AR,20200613,4088 ,126 
AR,20200614,4088 ,126 
AR,20200615,4088 ,126 
AR,20200616,4089 ,126 
AR,20200617,4089 ,127 
AR,20200618,4090 ,127 
AR,20200619,4090 ,127 
AR,20200620,4090 ,127 
AR,20200621,4090 ,127 
AR,20200622,4090 ,127 
AR,20200623,4090 ,127 
AR,20200624,4091 ,127 
AR,20200625,4091 ,127 
AR,20200626,4091 ,127 
AR,20200627,4091 ,127 
AR,20200628,4091 ,127 
AR,20200629,4091 ,127 
AR,20200630,4091 ,127 
AZ,20200510,11127 ,632 
AZ,20200511,11391 ,672 
AZ,20200512,11636 ,714 
AZ,20200513,11863 ,755 
AZ,20200514,12072 ,797 
AZ,20200515,12264 ,838 
AZ,20200516,12439 ,879 
AZ,20200517,12599 ,920 
AZ,20200518,12742 ,961 
AZ,20200519,12871 ,1001 
AZ,20200520,12987 ,1040 
AZ,20200521,13093 ,1078 
AZ,20200522,13187 ,1116 
AZ,20200523,13272 ,1152 
AZ,20200524,13346 ,1187 
AZ,20200525,13412 ,1222 
AZ,20200526,13470 ,1255 
AZ,20200527,13521 ,1287 
AZ,20200528,13567 ,1317 
AZ,20200529,13607 ,1347 
AZ,20200530,13643 ,1375 
AZ,20200531,13674 ,1402 
AZ,20200601,13701 ,1428 
AZ,20200602,13724 ,1452 
AZ,20200603,13744 ,1476 
AZ,20200604,13761 ,1498 
AZ,20200605,13777 ,1519 
AZ,20200606,13790 ,1539 
AZ,20200607,13802 ,1558 
AZ,20200608,13812 ,1576 
AZ,20200609,13821 ,1593 
AZ,20200610,13828 ,1609 
AZ,20200611,13834 ,1624 
AZ,20200612,13839 ,1638 
AZ,20200613,13844 ,1651 
AZ,20200614,13848 ,1663 
AZ,20200615,13852 ,1675 
AZ,20200616,13855 ,1686 
AZ,20200617,13858 ,1696 
AZ,20200618,13860 ,1706 
AZ,20200619,13861 ,1715 
AZ,20200620,13863 ,1724 
AZ,20200621,13864 ,1732 
AZ,20200622,13865 ,1739 
AZ,20200623,13867 ,1746 
AZ,20200624,13868 ,1752 
AZ,20200625,13868 ,1758 
AZ,20200626,13869 ,1764 
AZ,20200627,13869 ,1769 
AZ,20200628,13870 ,1774 
AZ,20200629,13870 ,1779 
AZ,20200630,13870 ,1784 
CA,20200510,64826 ,2758 
CA,20200511,66206 ,2833 
CA,20200512,67554 ,2908 
CA,20200513,68868 ,2983 
CA,20200514,70148 ,3053 
CA,20200515,71394 ,3127 
CA,20200516,72604 ,3196 
CA,20200517,73779 ,3263 
CA,20200518,74918 ,3332 
CA,20200519,76020 ,3394 
CA,20200520,77087 ,3460 
CA,20200521,78118 ,3521 
CA,20200522,79113 ,3580 
CA,20200523,80072 ,3640 
CA,20200524,80996 ,3695 
CA,20200525,81884 ,3751 
CA,20200526,82739 ,3805 
CA,20200527,83559 ,3855 
CA,20200528,84346 ,3906 
CA,20200529,85100 ,3952 
CA,20200530,85822 ,4000 
CA,20200531,86512 ,4044 
CA,20200601,87172 ,4086 
CA,20200602,87803 ,4129 
CA,20200603,88404 ,4167 
CA,20200604,88977 ,4205 
CA,20200605,89522 ,4243 
CA,20200606,90041 ,4275 
CA,20200607,90535 ,4311 
CA,20200608,91004 ,4340 
CA,20200609,91449 ,4372 
CA,20200610,91871 ,4401 
CA,20200611,92271 ,4427 
CA,20200612,92649 ,4456 
CA,20200613,93007 ,4480 
CA,20200614,93346 ,4503 
CA,20200615,93666 ,4528 
CA,20200616,93968 ,4546 
CA,20200617,94253 ,4570 
CA,20200618,94522 ,4586 
CA,20200619,94775 ,4606 
CA,20200620,95013 ,4624 
CA,20200621,95237 ,4638 
CA,20200622,95448 ,4656 
CA,20200623,95645 ,4670 
CA,20200624,95831 ,4683 
CA,20200625,96005 ,4698 
CA,20200626,96169 ,4707 
CA,20200627,96322 ,4722 
CA,20200628,96465 ,4730 
CA,20200629,96599 ,4741 
CA,20200630,96725 ,4752 
CO,20200510,18979 ,1006 
CO,20200511,19316 ,1030 
CO,20200512,19641 ,1052 
CO,20200513,19953 ,1076 
CO,20200514,20254 ,1095 
CO,20200515,20542 ,1119 
CO,20200516,20818 ,1137 
CO,20200517,21082 ,1157 
CO,20200518,21334 ,1177 
CO,20200519,21575 ,1194 
CO,20200520,21805 ,1212 
CO,20200521,22024 ,1229 
CO,20200522,22232 ,1245 
CO,20200523,22430 ,1261 
CO,20200524,22618 ,1273 
CO,20200525,22796 ,1290 
CO,20200526,22965 ,1302 
CO,20200527,23124 ,1315 
CO,20200528,23275 ,1328 
CO,20200529,23417 ,1338 
CO,20200530,23551 ,1350 
CO,20200531,23678 ,1360 
CO,20200601,23797 ,1370 
CO,20200602,23909 ,1380 
CO,20200603,24014 ,1387 
CO,20200604,24113 ,1397 
CO,20200605,24206 ,1404 
CO,20200606,24292 ,1411 
CO,20200607,24374 ,1419 
CO,20200608,24450 ,1424 
CO,20200609,24521 ,1432 
CO,20200610,24587 ,1436 
CO,20200611,24649 ,1442 
CO,20200612,24707 ,1448 
CO,20200613,24761 ,1452 
CO,20200614,24811 ,1457 
CO,20200615,24858 ,1462 
CO,20200616,24901 ,1464 
CO,20200617,24941 ,1469 
CO,20200618,24978 ,1471 
CO,20200619,25013 ,1475 
CO,20200620,25045 ,1478 
CO,20200621,25075 ,1480 
CO,20200622,25103 ,1485 
CO,20200623,25128 ,1484 
CO,20200624,25152 ,1488 
CO,20200625,25173 ,1490 
CO,20200626,25193 ,1491 
CO,20200627,25212 ,1494 
CO,20200628,25229 ,1495 
CO,20200629,25245 ,1497 
CO,20200630,25259 ,1497 
CT,20200510,33086 ,2975 
CT,20200511,33455 ,3032 
CT,20200512,33800 ,3086 
CT,20200513,34123 ,3137 
CT,20200514,34423 ,3185 
CT,20200515,34703 ,3231 
CT,20200516,34962 ,3275 
CT,20200517,35203 ,3315 
CT,20200518,35426 ,3354 
CT,20200519,35632 ,3389 
CT,20200520,35823 ,3423 
CT,20200521,35999 ,3454 
CT,20200522,36160 ,3483 
CT,20200523,36309 ,3511 
CT,20200524,36446 ,3536 
CT,20200525,36572 ,3560 
CT,20200526,36687 ,3582 
CT,20200527,36792 ,3602 
CT,20200528,36888 ,3621 
CT,20200529,36976 ,3639 
CT,20200530,37056 ,3655 
CT,20200531,37129 ,3670 
CT,20200601,37196 ,3683 
CT,20200602,37256 ,3696 
CT,20200603,37311 ,3707 
CT,20200604,37361 ,3718 
CT,20200605,37406 ,3728 
CT,20200606,37447 ,3736 
CT,20200607,37484 ,3745 
CT,20200608,37518 ,3752 
CT,20200609,37548 ,3759 
CT,20200610,37575 ,3765 
CT,20200611,37600 ,3770 
CT,20200612,37622 ,3776 
CT,20200613,37642 ,3780 
CT,20200614,37660 ,3784 
CT,20200615,37676 ,3789 
CT,20200616,37691 ,3792 
CT,20200617,37704 ,3795 
CT,20200618,37715 ,3798 
CT,20200619,37726 ,3800 
CT,20200620,37735 ,3803 
CT,20200621,37743 ,3805 
CT,20200622,37751 ,3807 
CT,20200623,37758 ,3809 
CT,20200624,37764 ,3810 
CT,20200625,37769 ,3811 
CT,20200626,37774 ,3812 
CT,20200627,37778 ,3814 
CT,20200628,37782 ,3815 
CT,20200629,37785 ,3815 
CT,20200630,37788 ,3817 
DC,20200510,6131 ,324 
DC,20200511,6274 ,335 
DC,20200512,6413 ,346 
DC,20200513,6549 ,357 
DC,20200514,6681 ,367 
DC,20200515,6809 ,377 
DC,20200516,6933 ,387 
DC,20200517,7054 ,397 
DC,20200518,7170 ,407 
DC,20200519,7282 ,416 
DC,20200520,7390 ,426 
DC,20200521,7494 ,435 
DC,20200522,7594 ,443 
DC,20200523,7690 ,452 
DC,20200524,7782 ,460 
DC,20200525,7870 ,468 
DC,20200526,7954 ,476 
DC,20200527,8035 ,483 
DC,20200528,8112 ,491 
DC,20200529,8186 ,498 
DC,20200530,8256 ,504 
DC,20200531,8323 ,511 
DC,20200601,8386 ,517 
DC,20200602,8447 ,523 
DC,20200603,8504 ,529 
DC,20200604,8558 ,534 
DC,20200605,8610 ,540 
DC,20200606,8658 ,545 
DC,20200607,8705 ,549 
DC,20200608,8748 ,554 
DC,20200609,8789 ,558 
DC,20200610,8828 ,563 
DC,20200611,8865 ,567 
DC,20200612,8899 ,570 
DC,20200613,8931 ,574 
DC,20200614,8962 ,577 
DC,20200615,8990 ,581 
DC,20200616,9017 ,584 
DC,20200617,9042 ,587 
DC,20200618,9066 ,589 
DC,20200619,9088 ,592 
DC,20200620,9109 ,594 
DC,20200621,9128 ,597 
DC,20200622,9146 ,599 
DC,20200623,9163 ,601 
DC,20200624,9179 ,603 
DC,20200625,9194 ,604 
DC,20200626,9207 ,606 
DC,20200627,9220 ,608 
DC,20200628,9232 ,609 
DC,20200629,9243 ,611 
DC,20200630,9253 ,612 
DE,20200510,6404 ,229 
DE,20200511,6557 ,237 
DE,20200512,6706 ,244 
DE,20200513,6850 ,252 
DE,20200514,6990 ,259 
DE,20200515,7126 ,266 
DE,20200516,7257 ,274 
DE,20200517,7383 ,281 
DE,20200518,7506 ,287 
DE,20200519,7623 ,294 
DE,20200520,7737 ,300 
DE,20200521,7845 ,307 
DE,20200522,7950 ,313 
DE,20200523,8050 ,319 
DE,20200524,8145 ,325 
DE,20200525,8237 ,330 
DE,20200526,8324 ,335 
DE,20200527,8408 ,341 
DE,20200528,8487 ,346 
DE,20200529,8562 ,350 
DE,20200530,8634 ,355 
DE,20200531,8703 ,359 
DE,20200601,8767 ,364 
DE,20200602,8829 ,368 
DE,20200603,8887 ,371 
DE,20200604,8942 ,375 
DE,20200605,8993 ,379 
DE,20200606,9042 ,382 
DE,20200607,9089 ,385 
DE,20200608,9132 ,388 
DE,20200609,9173 ,391 
DE,20200610,9212 ,394 
DE,20200611,9248 ,396 
DE,20200612,9282 ,399 
DE,20200613,9314 ,401 
DE,20200614,9344 ,404 
DE,20200615,9372 ,406 
DE,20200616,9398 ,408 
DE,20200617,9423 ,409 
DE,20200618,9446 ,411 
DE,20200619,9467 ,413 
DE,20200620,9487 ,414 
DE,20200621,9506 ,416 
DE,20200622,9523 ,417 
DE,20200623,9539 ,418 
DE,20200624,9554 ,420 
DE,20200625,9568 ,421 
DE,20200626,9581 ,422 
DE,20200627,9593 ,423 
DE,20200628,9604 ,424 
DE,20200629,9615 ,425 
DE,20200630,9624 ,425 
FL,20200510,40016 ,1797 
FL,20200511,40388 ,1843 
FL,20200512,40733 ,1877 
FL,20200513,41052 ,1920 
FL,20200514,41347 ,1954 
FL,20200515,41619 ,1991 
FL,20200516,41869 ,2023 
FL,20200517,42100 ,2056 
FL,20200518,42311 ,2085 
FL,20200519,42505 ,2114 
FL,20200520,42683 ,2142 
FL,20200521,42845 ,2165 
FL,20200522,42993 ,2193 
FL,20200523,43128 ,2210 
FL,20200524,43251 ,2236 
FL,20200525,43362 ,2253 
FL,20200526,43464 ,2273 
FL,20200527,43556 ,2291 
FL,20200528,43639 ,2308 
FL,20200529,43714 ,2323 
FL,20200530,43783 ,2338 
FL,20200531,43844 ,2352 
FL,20200601,43899 ,2362 
FL,20200602,43949 ,2378 
FL,20200603,43994 ,2384 
FL,20200604,44035 ,2397 
FL,20200605,44071 ,2404 
FL,20200606,44103 ,2414 
FL,20200607,44133 ,2422 
FL,20200608,44159 ,2430 
FL,20200609,44182 ,2436 
FL,20200610,44203 ,2442 
FL,20200611,44222 ,2450 
FL,20200612,44238 ,2451 
FL,20200613,44253 ,2459 
FL,20200614,44266 ,2462 
FL,20200615,44278 ,2468 
FL,20200616,44288 ,2470 
FL,20200617,44298 ,2475 
FL,20200618,44306 ,2478 
FL,20200619,44313 ,2481 
FL,20200620,44320 ,2485 
FL,20200621,44325 ,2483 
FL,20200622,44330 ,2489 
FL,20200623,44335 ,2488 
FL,20200624,44339 ,2493 
FL,20200625,44342 ,2493 
FL,20200626,44346 ,2496 
FL,20200627,44348 ,2496 
FL,20200628,44351 ,2499 
FL,20200629,44353 ,2500 
FL,20200630,44355 ,2498 
GA,20200510,32830 ,1438 
GA,20200511,33324 ,1467 
GA,20200512,33798 ,1495 
GA,20200513,34251 ,1522 
GA,20200514,34685 ,1548 
GA,20200515,35099 ,1574 
GA,20200516,35495 ,1598 
GA,20200517,35871 ,1622 
GA,20200518,36230 ,1644 
GA,20200519,36570 ,1665 
GA,20200520,36894 ,1687 
GA,20200521,37200 ,1704 
GA,20200522,37491 ,1725 
GA,20200523,37766 ,1742 
GA,20200524,38026 ,1759 
GA,20200525,38271 ,1776 
GA,20200526,38503 ,1790 
GA,20200527,38721 ,1806 
GA,20200528,38926 ,1819 
GA,20200529,39120 ,1832 
GA,20200530,39301 ,1845 
GA,20200531,39472 ,1855 
GA,20200601,39632 ,1867 
GA,20200602,39782 ,1877 
GA,20200603,39922 ,1887 
GA,20200604,40053 ,1897 
GA,20200605,40176 ,1904 
GA,20200606,40291 ,1914 
GA,20200607,40398 ,1920 
GA,20200608,40497 ,1928 
GA,20200609,40590 ,1935 
GA,20200610,40677 ,1940 
GA,20200611,40757 ,1947 
GA,20200612,40832 ,1952 
GA,20200613,40902 ,1957 
GA,20200614,40966 ,1963 
GA,20200615,41026 ,1965 
GA,20200616,41081 ,1972 
GA,20200617,41133 ,1973 
GA,20200618,41180 ,1978 
GA,20200619,41224 ,1981 
GA,20200620,41265 ,1984 
GA,20200621,41302 ,1988 
GA,20200622,41337 ,1990 
GA,20200623,41369 ,1992 
GA,20200624,41398 ,1995 
GA,20200625,41426 ,1996 
GA,20200626,41451 ,1999 
GA,20200627,41474 ,2000 
GA,20200628,41495 ,2002 
GA,20200629,41514 ,2004 
GA,20200630,41532 ,2004 
GU,20200510,148 ,5 
GU,20200511,148 ,5 
GU,20200512,148 ,5 
GU,20200513,148 ,5 
GU,20200514,148 ,5 
GU,20200515,148 ,5 
GU,20200516,148 ,5 
GU,20200517,148 ,5 
GU,20200518,148 ,5 
GU,20200519,148 ,5 
GU,20200520,148 ,5 
GU,20200521,148 ,5 
GU,20200522,148 ,5 
GU,20200523,148 ,5 
GU,20200524,148 ,5 
GU,20200525,148 ,5 
GU,20200526,148 ,5 
GU,20200527,148 ,5 
GU,20200528,148 ,5 
GU,20200529,148 ,5 
GU,20200530,148 ,5 
GU,20200531,148 ,5 
GU,20200601,148 ,5 
GU,20200602,148 ,5 
GU,20200603,148 ,5 
GU,20200604,148 ,5 
GU,20200605,148 ,5 
GU,20200606,148 ,5 
GU,20200607,148 ,5 
GU,20200608,148 ,5 
GU,20200609,148 ,5 
GU,20200610,148 ,5 
GU,20200611,148 ,5 
GU,20200612,148 ,5 
GU,20200613,148 ,5 
GU,20200614,148 ,5 
GU,20200615,148 ,5 
GU,20200616,148 ,5 
GU,20200617,148 ,5 
GU,20200618,148 ,5 
GU,20200619,148 ,5 
GU,20200620,148 ,5 
GU,20200621,148 ,5 
GU,20200622,148 ,5 
GU,20200623,148 ,5 
GU,20200624,148 ,5 
GU,20200625,148 ,5 
GU,20200626,148 ,5 
GU,20200627,148 ,5 
GU,20200628,148 ,5 
GU,20200629,148 ,5 
GU,20200630,148 ,5 
HI,20200510,627 ,17 
HI,20200511,627 ,18 
HI,20200512,627 ,18 
HI,20200513,627 ,18 
HI,20200514,628 ,18 
HI,20200515,628 ,18 
HI,20200516,628 ,18 
HI,20200517,628 ,18 
HI,20200518,628 ,18 
HI,20200519,628 ,18 
HI,20200520,628 ,18 
HI,20200521,628 ,18 
HI,20200522,628 ,18 
HI,20200523,629 ,18 
HI,20200524,629 ,18 
HI,20200525,629 ,18 
HI,20200526,629 ,18 
HI,20200527,629 ,18 
HI,20200528,629 ,19 
HI,20200529,629 ,19 
HI,20200530,629 ,19 
HI,20200531,629 ,19 
HI,20200601,629 ,19 
HI,20200602,629 ,19 
HI,20200603,629 ,19 
HI,20200604,629 ,19 
HI,20200605,629 ,19 
HI,20200606,629 ,19 
HI,20200607,629 ,19 
HI,20200608,629 ,19 
HI,20200609,629 ,19 
HI,20200610,629 ,19 
HI,20200611,629 ,19 
HI,20200612,629 ,19 
HI,20200613,629 ,19 
HI,20200614,629 ,19 
HI,20200615,629 ,19 
HI,20200616,629 ,19 
HI,20200617,629 ,19 
HI,20200618,629 ,19 
HI,20200619,629 ,19 
HI,20200620,629 ,19 
HI,20200621,629 ,19 
HI,20200622,629 ,19 
HI,20200623,629 ,19 
HI,20200624,629 ,19 
HI,20200625,629 ,19 
HI,20200626,629 ,19 
HI,20200627,629 ,19 
HI,20200628,629 ,19 
HI,20200629,629 ,19 
HI,20200630,629 ,19 
IA,20200510,12145 ,274 
IA,20200511,12648 ,288 
IA,20200512,13155 ,303 
IA,20200513,13663 ,317 
IA,20200514,14174 ,333 
IA,20200515,14684 ,348 
IA,20200516,15195 ,363 
IA,20200517,15705 ,379 
IA,20200518,16214 ,394 
IA,20200519,16720 ,410 
IA,20200520,17224 ,426 
IA,20200521,17724 ,441 
IA,20200522,18219 ,457 
IA,20200523,18710 ,473 
IA,20200524,19196 ,489 
IA,20200525,19676 ,505 
IA,20200526,20150 ,521 
IA,20200527,20616 ,537 
IA,20200528,21076 ,552 
IA,20200529,21527 ,568 
IA,20200530,21971 ,583 
IA,20200531,22406 ,598 
IA,20200601,22833 ,614 
IA,20200602,23251 ,628 
IA,20200603,23659 ,643 
IA,20200604,24058 ,658 
IA,20200605,24447 ,672 
IA,20200606,24826 ,686 
IA,20200607,25196 ,700 
IA,20200608,25555 ,713 
IA,20200609,25904 ,727 
IA,20200610,26244 ,740 
IA,20200611,26573 ,752 
IA,20200612,26892 ,765 
IA,20200613,27200 ,777 
IA,20200614,27499 ,789 
IA,20200615,27788 ,800 
IA,20200616,28067 ,812 
IA,20200617,28336 ,822 
IA,20200618,28595 ,833 
IA,20200619,28845 ,843 
IA,20200620,29085 ,853 
IA,20200621,29316 ,863 
IA,20200622,29539 ,872 
IA,20200623,29752 ,881 
IA,20200624,29956 ,890 
IA,20200625,30153 ,898 
IA,20200626,30340 ,907 
IA,20200627,30520 ,915 
IA,20200628,30692 ,922 
IA,20200629,30856 ,929 
IA,20200630,31013 ,936 
ID,20200510,2996 ,101 
ID,20200511,3201 ,110 
ID,20200512,3415 ,119 
ID,20200513,3638 ,129 
ID,20200514,3871 ,139 
ID,20200515,4112 ,150 
ID,20200516,4363 ,161 
ID,20200517,4623 ,173 
ID,20200518,4892 ,186 
ID,20200519,5169 ,199 
ID,20200520,5456 ,213 
ID,20200521,5751 ,228 
ID,20200522,6055 ,243 
ID,20200523,6368 ,259 
ID,20200524,6688 ,276 
ID,20200525,7017 ,293 
ID,20200526,7353 ,311 
ID,20200527,7697 ,330 
ID,20200528,8048 ,349 
ID,20200529,8406 ,370 
ID,20200530,8770 ,390 
ID,20200531,9141 ,412 
ID,20200601,9517 ,434 
ID,20200602,9900 ,457 
ID,20200603,10287 ,481 
ID,20200604,10679 ,505 
ID,20200605,11075 ,530 
ID,20200606,11476 ,556 
ID,20200607,11880 ,582 
ID,20200608,12287 ,609 
ID,20200609,12697 ,636 
ID,20200610,13109 ,664 
ID,20200611,13523 ,693 
ID,20200612,13938 ,722 
ID,20200613,14355 ,752 
ID,20200614,14772 ,782 
ID,20200615,15189 ,813 
ID,20200616,15605 ,844 
ID,20200617,16022 ,875 
ID,20200618,16437 ,907 
ID,20200619,16850 ,940 
ID,20200620,17262 ,972 
ID,20200621,17671 ,1005 
ID,20200622,18077 ,1038 
ID,20200623,18481 ,1072 
ID,20200624,18881 ,1105 
ID,20200625,19278 ,1139 
ID,20200626,19671 ,1173 
ID,20200627,20059 ,1207 
ID,20200628,20442 ,1242 
ID,20200629,20821 ,1276 
ID,20200630,21195 ,1310 
IL,20200510,76787 ,3505 
IL,20200511,78868 ,3622 
IL,20200512,80911 ,3739 
IL,20200513,82915 ,3858 
IL,20200514,84878 ,3971 
IL,20200515,86798 ,4087 
IL,20200516,88673 ,4197 
IL,20200517,90501 ,4306 
IL,20200518,92282 ,4417 
IL,20200519,94014 ,4521 
IL,20200520,95697 ,4626 
IL,20200521,97329 ,4728 
IL,20200522,98911 ,4824 
IL,20200523,100442 ,4925 
IL,20200524,101922 ,5012 
IL,20200525,103351 ,5109 
IL,20200526,104729 ,5197 
IL,20200527,106057 ,5281 
IL,20200528,107334 ,5367 
IL,20200529,108562 ,5447 
IL,20200530,109740 ,5525 
IL,20200531,110871 ,5602 
IL,20200601,111954 ,5670 
IL,20200602,112991 ,5746 
IL,20200603,113982 ,5808 
IL,20200604,114929 ,5875 
IL,20200605,115833 ,5938 
IL,20200606,116695 ,5996 
IL,20200607,117515 ,6056 
IL,20200608,118296 ,6109 
IL,20200609,119039 ,6161 
IL,20200610,119744 ,6213 
IL,20200611,120413 ,6256 
IL,20200612,121048 ,6306 
IL,20200613,121649 ,6347 
IL,20200614,122219 ,6389 
IL,20200615,122757 ,6430 
IL,20200616,123266 ,6465 
IL,20200617,123746 ,6503 
IL,20200618,124200 ,6534 
IL,20200619,124627 ,6566 
IL,20200620,125030 ,6598 
IL,20200621,125409 ,6624 
IL,20200622,125765 ,6653 
IL,20200623,126101 ,6678 
IL,20200624,126415 ,6700 
IL,20200625,126711 ,6727 
IL,20200626,126988 ,6742 
IL,20200627,127248 ,6767 
IL,20200628,127491 ,6784 
IL,20200629,127719 ,6801 
IL,20200630,127932 ,6821 
IN,20200510,29780 ,2167 
IN,20200511,31772 ,2380 
IN,20200512,33811 ,2607 
IN,20200513,35895 ,2850 
IN,20200514,38023 ,3107 
IN,20200515,40190 ,3379 
IN,20200516,42391 ,3666 
IN,20200517,44618 ,3968 
IN,20200518,46859 ,4285 
IN,20200519,49112 ,4617 
IN,20200520,51374 ,4964 
IN,20200521,53642 ,5325 
IN,20200522,55908 ,5700 
IN,20200523,58165 ,6089 
IN,20200524,60404 ,6491 
IN,20200525,62620 ,6906 
IN,20200526,64812 ,7333 
IN,20200527,66977 ,7771 
IN,20200528,69109 ,8219 
IN,20200529,71204 ,8677 
IN,20200530,73255 ,9145 
IN,20200531,75257 ,9621 
IN,20200601,77211 ,10104 
IN,20200602,79114 ,10594 
IN,20200603,80964 ,11089 
IN,20200604,82759 ,11588 
IN,20200605,84496 ,12091 
IN,20200606,86173 ,12597 
IN,20200607,87788 ,13105 
IN,20200608,89344 ,13613 
IN,20200609,90837 ,14121 
IN,20200610,92268 ,14628 
IN,20200611,93637 ,15133 
IN,20200612,94945 ,15635 
IN,20200613,96192 ,16134 
IN,20200614,97380 ,16628 
IN,20200615,98510 ,17117 
IN,20200616,99583 ,17600 
IN,20200617,100599 ,18077 
IN,20200618,101558 ,18546 
IN,20200619,102463 ,19008 
IN,20200620,103317 ,19461 
IN,20200621,104122 ,19905 
IN,20200622,104881 ,20340 
IN,20200623,105592 ,20765 
IN,20200624,106258 ,21181 
IN,20200625,106880 ,21586 
IN,20200626,107461 ,21981 
IN,20200627,108005 ,22365 
IN,20200628,108513 ,22737 
IN,20200629,108986 ,23099 
IN,20200630,109425 ,23450 
KS,20200510,6303 ,173 
KS,20200511,6457 ,179 
KS,20200512,6608 ,184 
KS,20200513,6755 ,189 
KS,20200514,6898 ,194 
KS,20200515,7037 ,200 
KS,20200516,7172 ,204 
KS,20200517,7303 ,209 
KS,20200518,7430 ,214 
KS,20200519,7553 ,218 
KS,20200520,7672 ,223 
KS,20200521,7786 ,227 
KS,20200522,7897 ,232 
KS,20200523,8003 ,236 
KS,20200524,8105 ,240 
KS,20200525,8203 ,244 
KS,20200526,8297 ,247 
KS,20200527,8388 ,251 
KS,20200528,8474 ,254 
KS,20200529,8557 ,258 
KS,20200530,8635 ,261 
KS,20200531,8711 ,264 
KS,20200601,8782 ,267 
