states_name,date,ConfirmedCases,Fatalities
VT,20200630,908 ,56 
WA,20200510,15932 ,939 
WA,20200511,16010 ,954 
WA,20200512,16083 ,969 
WA,20200513,16151 ,984 
WA,20200514,16213 ,998 
WA,20200515,16271 ,1012 
WA,20200516,16324 ,1025 
WA,20200517,16373 ,1038 
WA,20200518,16420 ,1050 
WA,20200519,16464 ,1062 
WA,20200520,16506 ,1074 
WA,20200521,16544 ,1085 
WA,20200522,16579 ,1095 
WA,20200523,16609 ,1105 
WA,20200524,16637 ,1115 
WA,20200525,16663 ,1125 
WA,20200526,16688 ,1134 
WA,20200527,16711 ,1142 
WA,20200528,16733 ,1151 
WA,20200529,16753 ,1159 
WA,20200530,16770 ,1166 
WA,20200531,16785 ,1173 
WA,20200601,16798 ,1180 
WA,20200602,16812 ,1187 
WA,20200603,16824 ,1193 
WA,20200604,16836 ,1199 
WA,20200605,16847 ,1205 
WA,20200606,16856 ,1210 
WA,20200607,16863 ,1215 
WA,20200608,16870 ,1220 
WA,20200609,16877 ,1225 
WA,20200610,16883 ,1229 
WA,20200611,16890 ,1233 
WA,20200612,16895 ,1237 
WA,20200613,16901 ,1241 
WA,20200614,16904 ,1244 
WA,20200615,16907 ,1248 
WA,20200616,16910 ,1251 
WA,20200617,16913 ,1254 
WA,20200618,16916 ,1257 
WA,20200619,16919 ,1259 
WA,20200620,16922 ,1261 
WA,20200621,16925 ,1264 
WA,20200622,16927 ,1266 
WA,20200623,16928 ,1268 
WA,20200624,16928 ,1270 
WA,20200625,16929 ,1272 
WA,20200626,16930 ,1274 
WA,20200627,16931 ,1275 
WA,20200628,16934 ,1277 
WA,20200629,16936 ,1278 
WA,20200630,16937 ,1279 
WI,20200510,11198 ,555 
WI,20200511,11722 ,599 
WI,20200512,12243 ,645 
WI,20200513,12758 ,692 
WI,20200514,13267 ,742 
WI,20200515,13770 ,793 
WI,20200516,14265 ,845 
WI,20200517,14751 ,899 
WI,20200518,15227 ,955 
WI,20200519,15689 ,1012 
WI,20200520,16139 ,1070 
WI,20200521,16575 ,1129 
WI,20200522,16997 ,1188 
WI,20200523,17405 ,1249 
WI,20200524,17799 ,1310 
WI,20200525,18177 ,1371 
WI,20200526,18538 ,1433 
WI,20200527,18883 ,1496 
WI,20200528,19212 ,1558 
WI,20200529,19524 ,1620 
WI,20200530,19822 ,1682 
WI,20200531,20104 ,1744 
WI,20200601,20371 ,1805 
WI,20200602,20624 ,1865 
WI,20200603,20861 ,1925 
WI,20200604,21083 ,1984 
WI,20200605,21291 ,2043 
WI,20200606,21485 ,2101 
WI,20200607,21667 ,2157 
WI,20200608,21838 ,2212 
WI,20200609,21997 ,2266 
WI,20200610,22145 ,2318 
WI,20200611,22283 ,2369 
WI,20200612,22411 ,2419 
WI,20200613,22527 ,2468 
WI,20200614,22634 ,2516 
WI,20200615,22733 ,2562 
WI,20200616,22824 ,2606 
WI,20200617,22909 ,2649 
WI,20200618,22987 ,2690 
WI,20200619,23058 ,2730 
WI,20200620,23123 ,2768 
WI,20200621,23181 ,2805 
WI,20200622,23235 ,2841 
WI,20200623,23284 ,2875 
WI,20200624,23328 ,2908 
WI,20200625,23369 ,2939 
WI,20200626,23407 ,2969 
WI,20200627,23440 ,2997 
WI,20200628,23470 ,3025 
WI,20200629,23497 ,3051 
WI,20200630,23522 ,3076 
WV,20200510,1325 ,54 
WV,20200511,1336 ,55 
WV,20200512,1345 ,56 
WV,20200513,1354 ,57 
WV,20200514,1362 ,57 
WV,20200515,1369 ,58 
WV,20200516,1376 ,59 
WV,20200517,1381 ,60 
WV,20200518,1387 ,59 
WV,20200519,1391 ,60 
WV,20200520,1396 ,61 
WV,20200521,1399 ,61 
WV,20200522,1403 ,61 
WV,20200523,1406 ,62 
WV,20200524,1409 ,62 
WV,20200525,1411 ,62 
WV,20200526,1413 ,62 
WV,20200527,1415 ,63 
WV,20200528,1417 ,63 
WV,20200529,1418 ,63 
WV,20200530,1420 ,63 
WV,20200531,1421 ,63 
WV,20200601,1422 ,64 
WV,20200602,1423 ,64 
WV,20200603,1423 ,64 
WV,20200604,1424 ,64 
WV,20200605,1425 ,64 
WV,20200606,1425 ,64 
WV,20200607,1426 ,64 
WV,20200608,1426 ,64 
WV,20200609,1427 ,64 
WV,20200610,1427 ,64 
WV,20200611,1427 ,64 
WV,20200612,1428 ,64 
WV,20200613,1428 ,64 
WV,20200614,1428 ,64 
WV,20200615,1428 ,64 
WV,20200616,1428 ,64 
WV,20200617,1428 ,64 
WV,20200618,1428 ,64 
WV,20200619,1429 ,64 
WV,20200620,1429 ,64 
WV,20200621,1429 ,65 
WV,20200622,1429 ,64 
WV,20200623,1429 ,64 
WV,20200624,1429 ,64 
WV,20200625,1429 ,64 
WV,20200626,1429 ,65 
WV,20200627,1429 ,64 
WV,20200628,1429 ,64 
WV,20200629,1429 ,65 
WV,20200630,1429 ,64 
WY,20200510,746 ,10 
WY,20200511,783 ,11 
WY,20200512,820 ,12 
WY,20200513,857 ,12 
WY,20200514,896 ,13 
WY,20200515,934 ,14 
WY,20200516,973 ,15 
WY,20200517,1012 ,16 
WY,20200518,1051 ,17 
WY,20200519,1089 ,18 
WY,20200520,1128 ,19 
WY,20200521,1167 ,20 
WY,20200522,1206 ,21 
WY,20200523,1245 ,22 
WY,20200524,1283 ,23 
WY,20200525,1320 ,24 
WY,20200526,1357 ,26 
WY,20200527,1394 ,27 
WY,20200528,1430 ,28 
WY,20200529,1466 ,29 
WY,20200530,1501 ,30 
WY,20200531,1535 ,32 
WY,20200601,1569 ,33 
WY,20200602,1601 ,34 
WY,20200603,1634 ,35 
WY,20200604,1665 ,37 
WY,20200605,1695 ,38 
WY,20200606,1725 ,39 
WY,20200607,1753 ,40 
WY,20200608,1781 ,42 
WY,20200609,1808 ,43 
WY,20200610,1834 ,44 
WY,20200611,1859 ,45 
WY,20200612,1884 ,47 
WY,20200613,1907 ,48 
WY,20200614,1929 ,49 
WY,20200615,1951 ,50 
WY,20200616,1971 ,52 
WY,20200617,1991 ,53 
WY,20200618,2010 ,54 
WY,20200619,2029 ,55 
WY,20200620,2046 ,56 
WY,20200621,2062 ,57 
WY,20200622,2078 ,58 
WY,20200623,2093 ,59 
WY,20200624,2107 ,61 
WY,20200625,2121 ,62 
WY,20200626,2134 ,63 
WY,20200627,2146 ,64 
WY,20200628,2157 ,64 
WY,20200629,2168 ,65 
WY,20200630,2178 ,66 
