date,states_name,ConfirmedCases,Fatalities
20200707,OK,14649,451
20200708,OK,14797,458
20200709,OK,14941,465
20200710,OK,15080,472
20200711,OK,15216,479
20200712,OK,15347,486
20200713,OK,15474,492
20200714,OK,15597,498
20200715,OK,15716,504
20200716,OK,15830,510
20200717,OK,15941,516
20200718,OK,16048,522
20200719,OK,16151,527
20200720,OK,16251,533
20200721,OK,16346,538
20200722,OK,16438,543
20200723,OK,16527,548
20200724,OK,16612,553
20200725,OK,16693,558
20200726,OK,16772,562
20200727,OK,16847,567
20200728,OK,16919,571
20200729,OK,16988,575
20200730,OK,17054,579
20200731,OK,17117,583
20200801,OK,17177,587
20200802,OK,17235,591
20200803,OK,17290,594
20200804,OK,17342,598
20200805,OK,17393,601
20200806,OK,17440,604
20200807,OK,17486,607
20200808,OK,17529,610
20200809,OK,17570,613
20200810,OK,17609,615
20200811,OK,17647,618
20200812,OK,17682,620
20200813,OK,17715,623
20200814,OK,17747,625
20200815,OK,17777,627
20200816,OK,17806,629
20200817,OK,17833,631
20200818,OK,17859,633
20200819,OK,17883,635
20200820,OK,17906,637
20200821,OK,17928,639
20200822,OK,17948,640
20200823,OK,17968,642
20200824,OK,17986,643
20200825,OK,18003,644
20200826,OK,18019,646
20200827,OK,18035,647
20200828,OK,18049,648
20200829,OK,18063,649
20200830,OK,18075,650
20200704,OR,8869,217
20200705,OR,8948,219
20200706,OR,9025,222
20200707,OR,9100,224
20200708,OR,9173,226
20200709,OR,9244,228
20200710,OR,9312,230
20200711,OR,9379,233
20200712,OR,9444,234
20200713,OR,9507,237
20200714,OR,9568,238
20200715,OR,9626,240
20200716,OR,9683,242
20200717,OR,9739,244
20200718,OR,9792,246
20200719,OR,9844,247
20200720,OR,9893,249
20200721,OR,9941,250
20200722,OR,9988,252
20200723,OR,10033,253
20200724,OR,10076,255
20200725,OR,10117,256
20200726,OR,10157,257
20200727,OR,10196,259
20200728,OR,10233,260
20200729,OR,10268,261
20200730,OR,10303,262
20200731,OR,10335,263
20200801,OR,10367,264
20200802,OR,10397,265
20200803,OR,10426,266
20200804,OR,10454,267
20200805,OR,10481,268
20200806,OR,10506,269
20200807,OR,10531,270
20200808,OR,10554,271
20200809,OR,10577,272
20200810,OR,10598,272
20200811,OR,10618,273
20200812,OR,10638,274
20200813,OR,10656,274
20200814,OR,10674,275
20200815,OR,10691,275
20200816,OR,10707,276
20200817,OR,10723,277
20200818,OR,10737,277
20200819,OR,10751,278
20200820,OR,10765,278
20200821,OR,10777,279
20200822,OR,10789,279
20200823,OR,10801,279
20200824,OR,10812,280
20200825,OR,10822,280
20200826,OR,10832,281
20200827,OR,10841,281
20200828,OR,10850,281
20200829,OR,10858,281
20200830,OR,10866,282
20200704,PA,86151,6762
20200705,PA,86153,6780
20200706,PA,86154,6797
20200707,PA,86156,6812
20200708,PA,86157,6827
20200709,PA,86158,6840
20200710,PA,86159,6852
20200711,PA,86160,6863
20200712,PA,86161,6874
20200713,PA,86161,6884
20200714,PA,86162,6894
20200715,PA,86162,6903
20200716,PA,86162,6911
20200717,PA,86162,6919
20200718,PA,86162,6926
20200719,PA,86163,6932
20200720,PA,86163,6938
20200721,PA,86163,6944
20200722,PA,86164,6949
20200723,PA,86164,6954
20200724,PA,86164,6959
20200725,PA,86164,6964
20200726,PA,86164,6968
20200727,PA,86164,6971
20200728,PA,86164,6975
20200729,PA,86164,6978
20200730,PA,86164,6980
20200731,PA,86164,6983
20200801,PA,86164,6986
20200802,PA,86164,6988
20200803,PA,86164,6991
20200804,PA,86164,6993
20200805,PA,86164,6995
20200806,PA,86164,6997
20200807,PA,86164,6998
20200808,PA,86164,6999
20200809,PA,86164,7001
20200810,PA,86164,7002
20200811,PA,86164,7004
20200812,PA,86164,7005
20200813,PA,86164,7007
20200814,PA,86164,7008
20200815,PA,86164,7009
20200816,PA,86164,7009
20200817,PA,86164,7010
20200818,PA,86164,7010
20200819,PA,86164,7011
20200820,PA,86164,7011
20200821,PA,86164,7012
20200822,PA,86164,7013
20200823,PA,86164,7014
20200824,PA,86164,7015
20200825,PA,86164,7015
20200826,PA,86164,7015
20200827,PA,86164,7016
20200828,PA,86164,7016
20200829,PA,86164,7016
20200830,PA,86164,7017
20200704,PR,7314,160
20200705,PR,7320,161
20200706,PR,7324,162
20200707,PR,7328,163
20200708,PR,7332,164
20200709,PR,7335,165
20200710,PR,7338,166
20200711,PR,7341,166
20200712,PR,7344,167
20200713,PR,7347,168
20200714,PR,7349,168
20200715,PR,7350,169
20200716,PR,7351,170
20200717,PR,7352,170
20200718,PR,7353,171
20200719,PR,7355,171
20200720,PR,7356,172
20200721,PR,7357,172
20200722,PR,7358,173
20200723,PR,7358,173
20200724,PR,7359,173
20200725,PR,7359,174
20200726,PR,7359,174
20200727,PR,7360,174
20200728,PR,7360,175
20200729,PR,7361,175
20200730,PR,7361,175
20200731,PR,7361,175
20200801,PR,7361,175
20200802,PR,7361,176
20200803,PR,7361,176
20200804,PR,7362,176
20200805,PR,7362,176
20200806,PR,7362,176
20200807,PR,7362,177
20200808,PR,7362,177
20200809,PR,7362,177
20200810,PR,7362,177
20200811,PR,7362,177
20200812,PR,7362,177
20200813,PR,7362,177
20200814,PR,7362,177
20200815,PR,7363,177
20200816,PR,7363,177
20200817,PR,7362,178
20200818,PR,7362,178
20200819,PR,7362,178
20200820,PR,7362,178
20200821,PR,7362,178
20200822,PR,7362,178
20200823,PR,7363,178
20200824,PR,7363,178
20200825,PR,7363,178
20200826,PR,7363,178
20200827,PR,7363,178
20200828,PR,7363,178
20200829,PR,7363,178
20200830,PR,7363,178
20200704,RI,16806,965
20200705,RI,16809,969
20200706,RI,16811,972
20200707,RI,16813,975
20200708,RI,16815,978
20200709,RI,16816,981
20200710,RI,16818,983
20200711,RI,16819,985
20200712,RI,16820,988
20200713,RI,16821,990
20200714,RI,16821,992
20200715,RI,16822,994
20200716,RI,16823,995
20200717,RI,16823,997
20200718,RI,16824,998
20200719,RI,16824,1000
20200720,RI,16825,1001
20200721,RI,16825,1002
20200722,RI,16825,1003
20200723,RI,16825,1005
20200724,RI,16825,1006
20200725,RI,16826,1006
20200726,RI,16826,1007
20200727,RI,16826,1008
20200728,RI,16826,1009
20200729,RI,16826,1010
20200730,RI,16826,1010
20200731,RI,16826,1011
20200801,RI,16826,1012
20200802,RI,16826,1012
20200803,RI,16826,1013
20200804,RI,16827,1013
20200805,RI,16827,1013
20200806,RI,16827,1014
20200807,RI,16827,1014
20200808,RI,16827,1015
20200809,RI,16827,1015
20200810,RI,16827,1015
20200811,RI,16827,1016
20200812,RI,16827,1016
20200813,RI,16827,1016
20200814,RI,16827,1016
20200815,RI,16827,1017
20200816,RI,16827,1017
20200817,RI,16827,1017
20200818,RI,16827,1017
20200819,RI,16827,1017
20200820,RI,16827,1017
20200821,RI,16827,1018
20200822,RI,16827,1018
20200823,RI,16827,1018
20200824,RI,16827,1018
20200825,RI,16827,1018
20200826,RI,16827,1018
20200827,RI,16827,1018
20200828,RI,16827,1018
20200829,RI,16827,1018
20200830,RI,16827,1019
20200704,SC,39026,864
20200705,SC,39838,888
20200706,SC,40646,912
20200707,SC,41451,937
20200708,SC,42251,961
20200709,SC,43047,986
20200710,SC,43837,1010
20200711,SC,44621,1035
20200712,SC,45399,1060
20200713,SC,46170,1085
20200714,SC,46934,1110
20200715,SC,47691,1134
20200716,SC,48439,1159
20200717,SC,49180,1184
20200718,SC,49911,1209
20200719,SC,50634,1233
20200720,SC,51348,1258
20200721,SC,52051,1283
20200722,SC,52745,1307
20200723,SC,53429,1331
20200724,SC,54102,1355
20200725,SC,54765,1379
20200726,SC,55417,1403
20200727,SC,56058,1427
20200728,SC,56687,1450
20200729,SC,57306,1474
20200730,SC,57913,1497
20200731,SC,58508,1520
20200801,SC,59092,1542
20200802,SC,59664,1565
20200803,SC,60224,1587
20200804,SC,60772,1609
20200805,SC,61308,1630
20200806,SC,61833,1652
20200807,SC,62345,1673
20200808,SC,62846,1694
20200809,SC,63335,1714
20200810,SC,63812,1734
20200811,SC,64277,1754
20200812,SC,64731,1774
20200813,SC,65173,1793
20200814,SC,65603,1812
20200815,SC,66022,1830
20200816,SC,66429,1849
20200817,SC,66826,1866
20200818,SC,67211,1884
20200819,SC,67585,1901
20200820,SC,67949,1918
20200821,SC,68302,1935
20200822,SC,68644,1951
20200823,SC,68976,1967
20200824,SC,69298,1982
20200825,SC,69609,1997
20200826,SC,69911,2012
20200827,SC,70204,2027
20200828,SC,70486,2041
20200829,SC,70760,2055
20200830,SC,71024,2068
20200704,SD,6922,98
20200705,SD,6953,100
20200706,SD,6982,101
20200707,SD,7010,102
20200708,SD,7036,103
20200709,SD,7060,104
20200710,SD,7083,105
20200711,SD,7105,106
20200712,SD,7126,107
20200713,SD,7146,108
20200714,SD,7165,109
20200715,SD,7183,109
20200716,SD,7199,110
20200717,SD,7215,111
20200718,SD,7229,112
20200719,SD,7243,113
20200720,SD,7256,113
20200721,SD,7269,114
20200722,SD,7280,115
20200723,SD,7291,115
20200724,SD,7301,116
20200725,SD,7310,117
20200726,SD,7319,117
20200727,SD,7327,118
20200728,SD,7335,118
20200729,SD,7342,119
20200730,SD,7349,119
20200731,SD,7355,120
20200801,SD,7361,120
20200802,SD,7367,120
20200803,SD,7372,121
20200804,SD,7377,121
20200805,SD,7381,122
20200806,SD,7385,122
20200807,SD,7389,122
20200808,SD,7392,123
20200809,SD,7396,123
20200810,SD,7399,123
20200811,SD,7402,123
20200812,SD,7404,124
20200813,SD,7407,124
20200814,SD,7409,124
20200815,SD,7411,124
20200816,SD,7413,125
20200817,SD,7415,125
20200818,SD,7416,125
20200819,SD,7418,125
20200820,SD,7419,125
20200821,SD,7421,125
20200822,SD,7422,126
20200823,SD,7423,126
20200824,SD,7424,126
20200825,SD,7425,126
20200826,SD,7426,126
20200827,SD,7426,126
20200828,SD,7427,126
20200829,SD,7428,126
20200830,SD,7428,127
20200704,TN,46954,659
20200705,TN,47648,671
20200706,TN,48331,682
20200707,TN,49002,693
20200708,TN,49661,704
20200709,TN,50307,715
20200710,TN,50942,725
20200711,TN,51563,736
20200712,TN,52172,746
20200713,TN,52768,756
20200714,TN,53351,767
20200715,TN,53921,776
20200716,TN,54478,786
20200717,TN,55021,795
20200718,TN,55551,804
20200719,TN,56068,814
20200720,TN,56572,822
20200721,TN,57063,831
20200722,TN,57540,839
20200723,TN,58005,848
20200724,TN,58456,856
20200725,TN,58895,863
20200726,TN,59321,871
20200727,TN,59734,879
20200728,TN,60135,886
20200729,TN,60524,893
20200730,TN,60900,899
20200731,TN,61264,906
20200801,TN,61617,913
20200802,TN,61958,919
20200803,TN,62288,925
20200804,TN,62606,931
20200805,TN,62914,936
20200806,TN,63211,942
20200807,TN,63497,947
20200808,TN,63773,952
20200809,TN,64039,957
20200810,TN,64295,962
20200811,TN,64542,967
20200812,TN,64779,971
20200813,TN,65007,976
20200814,TN,65226,980
20200815,TN,65437,984
20200816,TN,65639,988
20200817,TN,65833,991
20200818,TN,66020,995
20200819,TN,66198,998
20200820,TN,66369,1002
20200821,TN,66533,1005
20200822,TN,66690,1008
20200823,TN,66840,1011
20200824,TN,66984,1014
20200825,TN,67121,1016
20200826,TN,67253,1019
20200827,TN,67378,1021
20200828,TN,67498,1024
20200829,TN,67612,1026
20200830,TN,67722,1028
20200704,TX,171421,2859
20200705,TX,174371,2942
20200706,TX,177278,3025
20200707,TX,180143,3108
20200708,TX,182966,3190
20200709,TX,185740,3273
20200710,TX,188456,3356
20200711,TX,191100,3439
20200712,TX,193681,3522
20200713,TX,196211,3604
20200714,TX,198693,3686
20200715,TX,201126,3767
20200716,TX,203504,3848
20200717,TX,205814,3929
20200718,TX,208048,4009
20200719,TX,210222,4088
20200720,TX,212342,4167
20200721,TX,214411,4244
20200722,TX,216426,4321
20200723,TX,218379,4397
20200724,TX,220262,4473
20200725,TX,222084,4547
20200726,TX,223852,4620
20200727,TX,225566,4692
20200728,TX,227228,4763
20200729,TX,228835,4833
20200730,TX,230380,4902
20200731,TX,231867,4970
20200801,TX,233301,5037
20200802,TX,234686,5102
20200803,TX,236024,5166
20200804,TX,237314,5229
20200805,TX,238554,5291
20200806,TX,239739,5351
20200807,TX,240873,5410
20200808,TX,241962,5468
20200809,TX,243010,5524
20200810,TX,244020,5579
20200811,TX,244991,5633
20200812,TX,245922,5685
20200813,TX,246808,5736
20200814,TX,247645,5786
20200815,TX,248442,5835
20200816,TX,249206,5882
20200817,TX,249943,5928
20200818,TX,250653,5973
20200819,TX,251335,6016
20200820,TX,251981,6058
20200821,TX,252585,6099
20200822,TX,253152,6139
20200823,TX,253693,6177
20200824,TX,254214,6214
20200825,TX,254717,6250
20200826,TX,255198,6285
20200827,TX,255652,6319
20200828,TX,256072,6351
20200829,TX,256471,6383
20200830,TX,256850,6413
20200704,UT,22689,192
20200705,UT,22896,196
20200706,UT,23096,199
20200707,UT,23288,203
20200708,UT,23471,206
20200709,UT,23647,210
20200710,UT,23816,213
20200711,UT,23979,217
20200712,UT,24136,220
20200713,UT,24287,223
20200714,UT,24430,227
20200715,UT,24566,230
20200716,UT,24696,233
20200717,UT,24821,236
20200718,UT,24940,239
20200719,UT,25054,241
20200720,UT,25163,244
20200721,UT,25266,247
20200722,UT,25363,249
20200723,UT,25455,252
20200724,UT,25543,254
20200725,UT,25627,257
20200726,UT,25707,259
20200727,UT,25783,261
20200728,UT,25854,264
20200729,UT,25921,266
20200730,UT,25984,268
20200731,UT,26044,270
20200801,UT,26101,272
20200802,UT,26155,274
20200803,UT,26206,275
20200804,UT,26254,277
20200805,UT,26298,279
20200806,UT,26340,280
20200807,UT,26379,282
20200808,UT,26416,283
20200809,UT,26452,285
20200810,UT,26485,286
20200811,UT,26517,288
20200812,UT,26545,289
20200813,UT,26571,290
20200814,UT,26596,291
20200815,UT,26620,292
20200816,UT,26642,293
20200817,UT,26664,294
20200818,UT,26684,295
20200819,UT,26702,296
20200820,UT,26718,297
20200821,UT,26733,298
20200822,UT,26747,299
20200823,UT,26761,300
20200824,UT,26774,301
20200825,UT,26787,301
20200826,UT,26798,302
20200827,UT,26808,303
20200828,UT,26817,303
20200829,UT,26826,304
20200830,UT,26834,304
20200704,VA,62645,1860
20200705,VA,62707,1875
20200706,VA,62762,1890
20200707,VA,62812,1903
20200708,VA,62856,1916
20200709,VA,62896,1929
20200710,VA,62931,1941
20200711,VA,62962,1952
20200712,VA,62990,1963
20200713,VA,63017,1973
20200714,VA,63040,1982
20200715,VA,63061,1991
20200716,VA,63079,2000
20200717,VA,63094,2008
20200718,VA,63108,2016
20200719,VA,63120,2023
20200720,VA,63131,2030
20200721,VA,63142,2036
20200722,VA,63152,2042
20200723,VA,63160,2048
20200724,VA,63167,2053
20200725,VA,63173,2059
20200726,VA,63177,2063
20200727,VA,63181,2068
20200728,VA,63185,2072
20200729,VA,63189,2076
20200730,VA,63194,2080
20200731,VA,63197,2083
20200801,VA,63200,2086
20200802,VA,63202,2090
20200803,VA,63204,2093
20200804,VA,63204,2095
20200805,VA,63205,2098
20200806,VA,63206,2100
20200807,VA,63208,2103
20200808,VA,63210,2105
20200809,VA,63212,2107
20200810,VA,63212,2108
20200811,VA,63213,2110
20200812,VA,63213,2112
20200813,VA,63213,2113
20200814,VA,63213,2115
20200815,VA,63214,2116
20200816,VA,63215,2117
20200817,VA,63215,2118
20200818,VA,63216,2120
20200819,VA,63216,2121
20200820,VA,63216,2122
20200821,VA,63215,2123
20200822,VA,63215,2123
20200823,VA,63216,2124
20200824,VA,63216,2125
20200825,VA,63217,2126
20200826,VA,63217,2126
20200827,VA,63217,2127
20200828,VA,63217,2127
20200829,VA,63216,2128
20200830,VA,63216,2128
20200704,VI,101,0
20200705,VI,104,0
20200706,VI,107,0
20200707,VI,110,0
20200708,VI,113,0
20200709,VI,117,0
20200710,VI,120,0
20200711,VI,124,0
20200712,VI,127,0
20200713,VI,131,0
20200714,VI,135,0
20200715,VI,139,0
20200716,VI,143,0
20200717,VI,147,0
20200718,VI,151,0
20200719,VI,156,0
20200720,VI,160,0
20200721,VI,165,0
20200722,VI,170,0
20200723,VI,175,0
20200724,VI,180,0
20200725,VI,185,0
20200726,VI,191,0
20200727,VI,196,0
20200728,VI,202,0
20200729,VI,208,0
20200730,VI,214,0
20200731,VI,220,0
20200801,VI,226,0
20200802,VI,233,0
20200803,VI,239,0
20200804,VI,246,0
20200805,VI,254,0
20200806,VI,261,0
20200807,VI,268,0
20200808,VI,276,0
20200809,VI,284,0
20200810,VI,292,0
20200811,VI,301,0
20200812,VI,309,0
20200813,VI,318,0
20200814,VI,327,0
20200815,VI,337,0
20200816,VI,346,0
20200817,VI,356,0
20200818,VI,367,0
20200819,VI,377,0
20200820,VI,388,0
20200821,VI,399,0
20200822,VI,410,0
20200823,VI,422,0
20200824,VI,434,0
20200825,VI,446,0
20200826,VI,459,0
20200827,VI,472,0
20200828,VI,486,0
20200829,VI,499,0
20200830,VI,514,0
20200704,VT,1210,57
20200705,VT,1210,58
20200706,VT,1211,58
20200707,VT,1211,58
20200708,VT,1211,58
20200709,VT,1211,58
20200710,VT,1211,59
20200711,VT,1211,59
20200712,VT,1211,59
20200713,VT,1211,59
20200714,VT,1211,59
20200715,VT,1212,59
20200716,VT,1212,59
20200717,VT,1212,59
20200718,VT,1212,59
20200719,VT,1212,60
20200720,VT,1212,60
20200721,VT,1212,60
20200722,VT,1212,60
20200723,VT,1212,60
20200724,VT,1212,60
20200725,VT,1212,60
20200726,VT,1212,60
20200727,VT,1212,60
20200728,VT,1212,60
20200729,VT,1212,60
20200730,VT,1212,60
20200731,VT,1212,60
20200801,VT,1212,60
20200802,VT,1212,60
20200803,VT,1212,60
20200804,VT,1212,60
20200805,VT,1212,60
20200806,VT,1212,60
20200807,VT,1212,60
20200808,VT,1212,60
20200809,VT,1212,60
20200810,VT,1212,60
20200811,VT,1212,61
20200812,VT,1212,61
20200813,VT,1212,61
20200814,VT,1212,61
20200815,VT,1212,61
20200816,VT,1212,61
20200817,VT,1212,61
20200818,VT,1212,61
20200819,VT,1212,61
20200820,VT,1212,61
20200821,VT,1212,61
20200822,VT,1212,61
20200823,VT,1212,61
20200824,VT,1212,61
20200825,VT,1212,61
20200826,VT,1212,61
20200827,VT,1212,61
20200828,VT,1212,61
20200829,VT,1212,61
20200830,VT,1212,61
20200704,WA,32770,1379
20200705,WA,32891,1390
20200706,WA,33010,1401
20200707,WA,33126,1412
20200708,WA,33239,1422
20200709,WA,33347,1432
20200710,WA,33448,1442
20200711,WA,33545,1452
20200712,WA,33639,1461
20200713,WA,33731,1470
20200714,WA,33821,1479
20200715,WA,33907,1488
20200716,WA,33988,1496
20200717,WA,34065,1504
20200718,WA,34138,1512
20200719,WA,34210,1520
20200720,WA,34279,1528
20200721,WA,34347,1535
20200722,WA,34412,1542
20200723,WA,34472,1549
20200724,WA,34528,1556
20200725,WA,34583,1562
20200726,WA,34635,1568
20200727,WA,34687,1575
20200728,WA,34738,1580
20200729,WA,34786,1586
20200730,WA,34830,1592
20200731,WA,34871,1597
20200801,WA,34909,1602
20200802,WA,34947,1607
20200803,WA,34985,1612
20200804,WA,35022,1617
20200805,WA,35058,1621
20200806,WA,35090,1626
20200807,WA,35118,1630
20200808,WA,35145,1634
20200809,WA,35172,1638
20200810,WA,35199,1642
20200811,WA,35226,1645
20200812,WA,35251,1649
20200813,WA,35274,1652
20200814,WA,35294,1655
20200815,WA,35312,1659
20200816,WA,35331,1662
20200817,WA,35350,1664
20200818,WA,35369,1667
20200819,WA,35387,1670
20200820,WA,35402,1672
20200821,WA,35415,1675
20200822,WA,35428,1677
20200823,WA,35441,1680
20200824,WA,35455,1682
20200825,WA,35468,1684
20200826,WA,35480,1686
20200827,WA,35491,1688
20200828,WA,35500,1690
20200829,WA,35509,1691
20200830,WA,35518,1693
20200704,WI,31614,829
20200705,WI,31664,837
20200706,WI,31709,844
20200707,WI,31751,850
20200708,WI,31790,857
20200709,WI,31825,863
20200710,WI,31855,869
20200711,WI,31883,874
20200712,WI,31909,880
20200713,WI,31932,885
20200714,WI,31954,889
20200715,WI,31975,894
20200716,WI,31994,898
20200717,WI,32010,902
20200718,WI,32024,906
20200719,WI,32036,910
20200720,WI,32047,913
20200721,WI,32058,917
20200722,WI,32068,920
20200723,WI,32077,923
20200724,WI,32086,925
20200725,WI,32094,928
20200726,WI,32099,931
20200727,WI,32104,933
20200728,WI,32109,935
20200729,WI,32114,937
20200730,WI,32118,939
20200731,WI,32122,941
20200801,WI,32126,943
20200802,WI,32129,944
20200803,WI,32131,946
20200804,WI,32133,947
20200805,WI,32135,949
20200806,WI,32137,950
20200807,WI,32139,951
20200808,WI,32141,952
20200809,WI,32142,953
20200810,WI,32143,954
20200811,WI,32143,955
20200812,WI,32144,956
20200813,WI,32145,957
20200814,WI,32146,958
20200815,WI,32147,959
20200816,WI,32148,959
20200817,WI,32148,960
20200818,WI,32149,961
20200819,WI,32149,961
20200820,WI,32149,962
20200821,WI,32149,962
20200822,WI,32149,963
20200823,WI,32149,963
20200824,WI,32150,963
20200825,WI,32151,964
20200826,WI,32152,964
20200827,WI,32151,964
20200828,WI,32151,965
20200829,WI,32151,965
20200830,WI,32151,965
20200704,WV,2920,98
20200705,WV,2925,99
20200706,WV,2929,100
20200707,WV,2932,101
20200708,WV,2935,102
20200709,WV,2938,103
20200710,WV,2941,104
20200711,WV,2943,104
20200712,WV,2945,105
20200713,WV,2948,106
20200714,WV,2949,106
20200715,WV,2951,107
20200716,WV,2952,107
20200717,WV,2953,108
20200718,WV,2954,108
20200719,WV,2955,109
20200720,WV,2956,109
20200721,WV,2957,110
20200722,WV,2958,110
20200723,WV,2958,110
20200724,WV,2959,111
20200725,WV,2959,111
20200726,WV,2959,111
20200727,WV,2960,112
20200728,WV,2960,112
20200729,WV,2961,112
20200730,WV,2961,112
20200731,WV,2961,113
20200801,WV,2961,113
20200802,WV,2962,113
20200803,WV,2962,113
20200804,WV,2962,113
20200805,WV,2962,114
20200806,WV,2962,114
20200807,WV,2962,114
20200808,WV,2962,114
20200809,WV,2962,114
20200810,WV,2962,114
20200811,WV,2962,114
20200812,WV,2963,114
20200813,WV,2963,115
20200814,WV,2963,115
20200815,WV,2963,115
20200816,WV,2963,115
20200817,WV,2963,115
20200818,WV,2963,115
20200819,WV,2963,115
20200820,WV,2963,115
20200821,WV,2963,115
20200822,WV,2963,115
20200823,WV,2963,115
20200824,WV,2963,115
20200825,WV,2963,115
20200826,WV,2963,115
20200827,WV,2963,115
20200828,WV,2963,115
20200829,WV,2963,115
20200830,WV,2963,115
20200704,WY,1503,22
20200705,WY,1511,22
20200706,WY,1520,22
20200707,WY,1527,23
20200708,WY,1535,23
20200709,WY,1542,23
20200710,WY,1549,23
20200711,WY,1556,24
20200712,WY,1562,24
20200713,WY,1568,24
20200714,WY,1573,24
20200715,WY,1579,25
20200716,WY,1584,25
20200717,WY,1589,25
20200718,WY,1593,25
20200719,WY,1598,25
20200720,WY,1602,26
20200721,WY,1606,26
20200722,WY,1609,26
20200723,WY,1613,26
20200724,WY,1616,26
20200725,WY,1619,27
20200726,WY,1622,27
20200727,WY,1625,27
20200728,WY,1627,27
20200729,WY,1630,27
20200730,WY,1632,27
20200731,WY,1634,27
20200801,WY,1636,28
20200802,WY,1638,28
20200803,WY,1640,28
20200804,WY,1641,28
20200805,WY,1643,28
20200806,WY,1645,28
20200807,WY,1646,28
20200808,WY,1647,28
20200809,WY,1648,28
20200810,WY,1649,28
20200811,WY,1650,29
20200812,WY,1651,29
20200813,WY,1652,29
20200814,WY,1653,29
20200815,WY,1654,29
20200816,WY,1655,29
20200817,WY,1656,29
20200818,WY,1656,29
20200819,WY,1657,29
20200820,WY,1657,29
20200821,WY,1658,29
20200822,WY,1658,29
20200823,WY,1659,29
20200824,WY,1659,29
20200825,WY,1659,29
20200826,WY,1660,29
20200827,WY,1660,29
20200828,WY,1661,29
20200829,WY,1661,30
20200830,WY,1661,30
